#SEED: 0.1556158389430493
SAT0,-73.77725570098885,-47.02306307864083,522.1956691333356
SAT1,85.2264104430715,136.93290385042775,614.7814680060766
SAT2,-55.701524187832284,42.21605804939736,327.24449591242376
SAT3,-1.6678415690425368,105.01952225895371,650.7811152751578
SAT4,78.73448984245954,135.74682896794275,679.4309851783215
SAT5,30.44584476761257,153.42156327971793,522.849978303502
SAT6,51.60492469880978,-82.95241564101529,679.6126565944691
SAT7,77.14988959617912,146.90313423999072,496.00057694275966
SAT8,-18.062613268648917,73.46616312368033,514.5077148173968
SAT9,41.26836235583596,61.206049074664094,609.9731205436865
SAT10,18.6567788315852,129.35398732162514,696.6292606738396
SAT11,60.77021338248858,-15.8386555090662,418.11161309793
SAT12,-39.85598565713623,39.922925265123894,642.9643383017474
SAT13,71.66648485963111,-112.27581575855237,580.8111741093326
SAT14,-82.98218339941967,177.52591905099274,415.8376681678657
SAT15,27.181701661051676,148.39675125059682,448.3048964467844
SAT16,-74.2786564752187,77.1764192791207,480.2963349621011
SAT17,76.9260774493041,107.33334298974768,498.22739884655607
SAT18,-63.32635207877369,-95.15579579974036,556.5539399467837
SAT19,-59.68190507598985,8.931409670284438,484.8054117071837
ROUTE,-41.02597377392116,67.95645182064317,11.719810537598647,160.48280222097554
